dependency,frequency,norm,samples
( VB dobj NN ) ( NN acl VB ) ( VB mark TO ),3.0,0.00344827586207,"Have a bone to pick 

Have an axe to grind

Hold a candle to something/one
"
( NN compound NN ) ( NN nmod NN ) ( NN case IN ),3.0,0.00344827586207,"Fall head over heels

Rake someone over the coals

Score points with someone
"
( NNP dep NN ) ( NN nmod NN ) ( NN case IN ),3.0,0.00344827586207,"Blow the whistle on something

Burn the candle at both ends

Pat someone on the back
"
( NN cop VB ) ( NN amod VBN ),3.0,0.00344827586207,"Be a done deal

Be a lost cause

Be an acquired taste
"
( VB compound:prt RP ) ( VB dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),3.0,0.00344827586207,"Clean up one's act

Get off one's case

Roll up one's sleeves
"
( NN cop VB ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ),3.0,0.00344827586207,"Be a chink in someone's armor

Be the apple of someone's eye

Be the bane of someone's existence
"
( VB nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),3.0,0.00344827586207,"Fall into one's lap

Get on one's soapbox

Think on one's feet
"
,2.0,0.00229885057471,"Go all out

Hold all of the cards
"
( VB dobj NN ) ( VB nmod NN ) ( NN case IN ) ( NN amod JJ ),2.0,0.00229885057471,"Point someone in the right direction

Welcome someone with open arms
"
( NN compound NN ),2.0,0.00229885057471,"Strike gold

Talk shop
"
( VBN nsubjpass NN ) ( NN nmod:poss NN ) ( NN case POS ) ( VBN auxpass VBN ),2.0,0.00229885057471,"Someone's days are numbered

Someone's hands are tied
"
( VB compound:prt RP ) ( VB nmod NN ) ( NN case TO ) ( NN compound NN ),2.0,0.00229885057471,"Get off to a flying start

Go back to the drawing board
"
( VB xcomp JJ ),2.0,0.00229885057471,"Come clean

Go pear-shaped
"
( NN cop VB ) ( NN nmod:poss NN ) ( NN case POS ) ( NN amod JJ ),2.0,0.00229885057471,"Be someone's better half

Be someone's other half
"
( VB xcomp JJ ) ( JJ nsubj NN ) ( NN nmod:poss PRP$ ),2.0,0.00229885057471,"Get your hands dirty

Keep your eyes open
"
( VB dobj NN ) ( NN nmod NN ) ( NN advmod RB ) ( NN case IN ) ( NN nmod:poss PRP$ ),2.0,0.00229885057471,"Get someone out of your hair

Put someone out of their misery
"
( VB mark TO ) ( VB dobj NN ),2.0,0.00229885057471,"To go ape

To mean business
"
( RP cop VB ) ( RP dep NN ),2.0,0.00229885057471,"Be off base

Be off the cuff
"
( VB dobj NN ) ( VB advmod RB ) ( RB advmod RB ),2.0,0.00229885057471,"Know something inside out

Turn something inside out
"
( VB nmod NN ) ( NN case TO ),2.0,0.00229885057471,"Go to town

Preach to the crowd
"
( NN cop VB ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.00229885057471,"Be a feather in one's cap

Be a thorn in one's side
"
