lip,mouth,face,hand,neck,arm,leg,foot,head,body,cheek,jaw,fingertip,eye,eyebrow,throat,chin,forehead,knee,thigh,shoulder,belly,stomach,tooth,muscle,palm,chest,toe,tongue,palm,eyelid,brow
0.07042253521126761,0.1,0.07500000000000001,0.13017751479289943,0.11428571428571428,0.12903225806451613,0.24999999999999994,0.08,0.06944444444444445,0.21739130434782605,0.11538461538461539,0.125,0.3333333333333333,0.11504424778761062,0.09090909090909091,0.06666666666666667,0.07692307692307693,0.14285714285714285,0.07692307692307693,0.5,0.14634146341463414,0.3333333333333333,0.10714285714285714,0.13333333333333333,0.23529411764705882,0.09090909090909091,0.15,,0.2,0.09090909090909091,0.25,0.2727272727272727
0.07042253521126761,0.07500000000000001,0.05,0.03550295857988166,0.05714285714285714,0.03225806451612903,0.07142857142857142,0.08,0.05555555555555555,0.08695652173913043,0.07692307692307693,0.125,0.3333333333333333,0.08849557522123894,0.09090909090909091,0.06666666666666667,0.07692307692307693,0.14285714285714285,0.07692307692307693,0.5,0.04878048780487805,0.16666666666666666,0.10714285714285714,0.13333333333333333,0.11764705882352941,0.045454545454545456,0.06666666666666667,,0.2,0.045454545454545456,0.25,0.18181818181818182
0.04225352112676056,0.05,0.05,0.029585798816568046,0.05714285714285714,0.03225806451612903,0.07142857142857142,0.04,0.041666666666666664,0.06521739130434782,0.07692307692307693,0.0625,0.3333333333333333,0.05309734513274336,0.045454545454545456,0.06666666666666667,0.07692307692307693,0.14285714285714285,0.038461538461538464,,0.04878048780487805,0.16666666666666666,0.07142857142857142,0.06666666666666667,0.058823529411764705,0.045454545454545456,0.05,,0.2,0.045454545454545456,0.25,0.09090909090909091
0.04225352112676056,0.05,0.05,0.023668639053254437,0.02857142857142857,0.03225806451612903,0.03571428571428571,0.04,0.027777777777777776,0.043478260869565216,0.038461538461538464,0.0625,,0.04424778761061947,0.045454545454545456,0.06666666666666667,0.038461538461538464,0.14285714285714285,0.038461538461538464,,0.024390243902439025,0.16666666666666666,0.07142857142857142,0.06666666666666667,0.058823529411764705,0.045454545454545456,0.05,,0.2,0.045454545454545456,0.25,0.09090909090909091
0.028169014084507043,0.05,0.05,0.023668639053254437,0.02857142857142857,0.03225806451612903,0.03571428571428571,0.04,0.027777777777777776,0.021739130434782608,0.038461538461538464,0.0625,,0.02654867256637168,0.045454545454545456,0.06666666666666667,0.038461538461538464,0.14285714285714285,0.038461538461538464,,0.024390243902439025,0.16666666666666666,0.07142857142857142,0.06666666666666667,0.058823529411764705,0.045454545454545456,0.05,,0.2,0.045454545454545456,,0.09090909090909091
0.028169014084507043,0.05,0.05,0.01775147928994083,0.02857142857142857,0.016129032258064516,0.03571428571428571,0.04,0.027777777777777776,0.021739130434782608,0.038461538461538464,0.0625,,0.017699115044247787,0.045454545454545456,0.03333333333333333,0.038461538461538464,0.14285714285714285,0.038461538461538464,,0.024390243902439025,,0.03571428571428571,0.06666666666666667,0.058823529411764705,0.045454545454545456,0.03333333333333333,,,0.045454545454545456,,0.09090909090909091
0.028169014084507043,0.05,0.025,0.01775147928994083,0.02857142857142857,0.016129032258064516,0.03571428571428571,0.04,0.027777777777777776,0.021739130434782608,0.038461538461538464,0.0625,,0.017699115044247787,0.045454545454545456,0.03333333333333333,0.038461538461538464,0.14285714285714285,0.038461538461538464,,0.024390243902439025,,0.03571428571428571,0.06666666666666667,0.058823529411764705,0.045454545454545456,0.016666666666666666,,,0.045454545454545456,,0.09090909090909091
0.028169014084507043,0.025,0.025,0.01775147928994083,0.02857142857142857,0.016129032258064516,0.03571428571428571,0.04,0.013888888888888888,0.021739130434782608,0.038461538461538464,0.0625,,0.017699115044247787,0.045454545454545456,0.03333333333333333,0.038461538461538464,,0.038461538461538464,,0.024390243902439025,,0.03571428571428571,0.06666666666666667,0.058823529411764705,0.045454545454545456,0.016666666666666666,,,0.045454545454545456,,0.09090909090909091
0.028169014084507043,0.025,0.025,0.011834319526627219,0.02857142857142857,0.016129032258064516,0.03571428571428571,0.04,0.013888888888888888,0.021739130434782608,0.038461538461538464,0.0625,,0.008849557522123894,0.045454545454545456,0.03333333333333333,0.038461538461538464,,0.038461538461538464,,0.024390243902439025,,0.03571428571428571,0.06666666666666667,0.058823529411764705,0.045454545454545456,0.016666666666666666,,,0.045454545454545456,,
0.028169014084507043,0.025,0.025,0.011834319526627219,0.02857142857142857,0.016129032258064516,0.03571428571428571,0.04,0.013888888888888888,0.021739130434782608,0.038461538461538464,0.0625,,0.008849557522123894,0.045454545454545456,0.03333333333333333,0.038461538461538464,,0.038461538461538464,,0.024390243902439025,,0.03571428571428571,0.06666666666666667,0.058823529411764705,0.045454545454545456,0.016666666666666666,,,0.045454545454545456,,
