verb,frequency,norm,pmi,samples
thrust,3.0,0.05,1.3274538611,"Subconsciously thrusting out one's chest
		Thrusting the chest out
		Chest thrust out
"
rub,1.0,0.0166666666667,0.277631736598,"Rubbing the chest as if pained
"
cave,1.0,0.0166666666667,0.69314718056,"Shoulders curling forward, caving the chest in
"
massage,1.0,0.0166666666667,0.69314718056,"Rubbing at or massaging one's chest as if pained
"
hitch,1.0,0.0166666666667,0.69314718056,"Hitching chest
"
