verb,frequency,norm,pmi,samples
poke,2.0,0.4,1.09376062772,"Poking one's tongue into the cheek
		Poking a tongue lightly into the cheek and inhaling a long breath
"
stick,1.0,0.2,0.718148482765,"Sticking a tongue out
"
