verb,frequency,norm,pmi,samples
become,1.0,0.1,0.432740680937,Your eyebrows have become as thick as my finger
combine,1.0,0.1,0.76487451596,drooping eyebrows combined to give an air of dignity and power to his appearance
trace,1.0,0.1,0.73502155281,Strongly-marked horizontal eyebrows must be traced under that brow
have,1.0,0.1,0.0,but Miss Smith has not those eyebrows and eyelashes
