verb,frequency,norm,pmi,samples
tie,1.0,0.0833333333333,0.625412732927,and tied up his jaws every night
work,1.0,0.0833333333333,0.652080980009,Then the king begins to work his jaw again
tell,1.0,0.0833333333333,0.707650831164,his easy-working jaw had told me everything about his business
